Customer_Job,Current,_30_Jan,_31_60,_61_90,_90,Total,Aging_Month,Parent_Column,True_Parent_Field
DFCI,0.0,-25.56,-4446.14,0.0,0.0,-4471.7,2020-06-30,,DEACN
DFCI,0.0,0.0,0.0,0.0,-4471.7,-4471.7,2021-08-31,,DECCT
DFCI,0.0,0.0,0.0,0.0,-4471.7,-4471.7,2021-10-31,,DECCT
DFCI,0.0,0.0,0.0,0.0,-4471.7,-4471.7,2021-11-30,,DECCT
DFCI,0.0,0.0,0.0,0.0,-4471.7,-4471.7,2021-01-31,,DEMAPC
DFCI,0.0,0.0,0.0,0.0,-4471.7,-4471.7,2021-06-30,,DEMAPC
DFCI,0.0,0.0,0.0,0.0,-4471.7,-4471.7,2021-07-31,,DEMAPC
DFCI,0.0,0.0,0.0,0.0,-4471.7,-4471.7,2021-09-30,,DEMAPC
DFCI,0.0,0.0,0.0,0.0,-4471.7,-4471.7,2021-12-31,,DEMAPC
DFCI,0.0,0.0,0.0,0.0,-4471.7,-4471.7,2020-10-31,,DEMAPC
DFCI,0.0,0.0,0.0,0.0,-4471.7,-4471.7,2020-09-30,,DEMAPC
DFF,0.0,-138.27,0.0,0.0,0.0,-138.27,2020-03-31,,DFF
DFF,0.0,0.0,0.0,-138.27,0.0,-138.27,2020-05-31,,DFCI
DFF,0.0,0.0,-138.27,0.0,0.0,-138.27,2020-04-30,,DFCI
DFF,0.0,0.0,0.0,0.0,-138.27,-138.27,2020-06-30,,DEACN
DFW Lewisville Emergency Center - Lewisville,372.24,0.0,0.0,0.0,0.0,372.24,2021-01-31,,RMC
DFW Lewisville Emergency Center - Lewisville,746.9,0.0,0.0,0.0,0.0,746.9,2020-12-31,,RMC
DFW Lewisville Emergency Center - Lewisville,414.48,616.45,0.0,0.0,0.0,1030.93,2020-11-30,,RMC
DFW Lewisville Emergency Center - Lewisville,616.45,0.0,0.0,0.0,0.0,616.45,2020-10-31,,RMC
DFW Lewisville Emergency Center - Lewisville,551.08,3636.49,3031.96,0.0,0.0,7219.53,2020-09-30,,RMC
DFW Lewisville Emergency Center - Lewisville,3894.83,3031.96,0.0,0.0,0.0,6926.79,2020-08-31,,RMC
DFW Lewisville Emergency Center - Lewisville,5858.74,0.0,0.0,0.0,0.0,5858.74,2020-07-31,,RMC
DHC,0.0,-117.3,0.0,0.0,0.0,-117.3,2019-07-31,,DHC
DHC,0.0,-14.04,0.0,0.0,0.0,-14.04,2021-09-30,,DHC
DINMD,0.0,-0.1,0.0,0.0,0.0,-0.1,2019-08-31,,DINMD
DSPAM,0.0,0.0,0.0,655.74,0.0,655.74,2019-03-31,,DSPAM
DUKE,0.0,-3988.18,0.0,0.0,0.0,-3988.18,2019-03-31,,DUKE
DUKE,0.0,0.0,-3988.18,0.0,0.0,-3988.18,2019-04-30,,DUKE
DULUTH,899.27,792.67,0.0,0.0,497.49,2189.43,2019-03-31,,CHOA
DULUTH,1569.93,0.0,0.0,0.0,497.49,2067.42,2019-04-30,,CHOA
DULUTH,2186.82,0.0,0.0,0.0,0.0,2186.82,2019-05-31,,CHOA
DULUTH,1323.08,1108.22,0.0,0.0,0.0,2431.3,2019-06-30,,CHOA
DULUTH,963.94,0.0,0.0,0.0,0.0,963.94,2019-07-31,,CHOA
DULUTH,2352.65,414.81,0.0,0.0,0.0,2767.46,2019-08-31,,CHOA
DULUTH,1279.25,0.0,0.0,0.0,0.0,1279.25,2019-12-31,,CHOA
DULUTH,1279.25,0.0,0.0,0.0,0.0,1279.25,2019-11-30,,CHOA
DULUTH,1279.25,0.0,0.0,0.0,0.0,1279.25,2019-10-30,,CHOA
DULUTH,1279.25,0.0,0.0,0.0,0.0,1279.25,2019-09-30,,CHOA
DULUTH,2173.5,0.0,1510.64,427.39,0.0,4111.53,2021-01-31,,CHOA
DULUTH,1417.49,0.0,0.0,0.0,1938.03,3355.52,2021-03-31,,CHOA
DULUTH,3658.84,0.0,0.0,1510.64,427.39,5596.87,2021-02-28,,CHOA
DULUTH,2133.71,0.0,0.0,0.0,0.0,2133.71,2021-04-30,,CHOA
DULUTH,2777.71,0.0,0.0,0.0,0.0,2777.71,2021-05-31,,CHOA
DULUTH,1403.46,0.0,0.0,0.0,0.0,1403.46,2021-06-30,,CHOA
DULUTH,2427.88,0.0,0.0,0.0,0.0,2427.88,2021-07-31,,CHOA
DULUTH,1551.81,0.0,0.0,0.0,0.0,1551.81,2021-08-31,,CHOA
DULUTH,1275.58,0.0,0.0,0.0,0.0,1275.58,2021-09-30,,CHOA
DULUTH,2081.96,0.0,0.0,0.0,0.0,2081.96,2021-10-31,,CHOA
DULUTH,2443.06,0.0,0.0,0.0,0.0,2443.06,2021-11-30,,CHOA
DULUTH,1961.9,0.0,0.0,0.0,0.0,1961.9,2021-12-31,,CHOA
DULUTH,1741.79,1510.64,427.39,0.0,0.0,3679.82,2020-12-31,,CHOA
DULUTH,4683.49,427.39,0.0,0.0,0.0,5110.88,2020-11-30,,CHOA
DULUTH,5286.14,0.0,0.0,0.0,0.0,5286.14,2020-10-31,,CHOA
DULUTH,3714.27,0.0,0.0,0.0,0.0,3714.27,2020-09-30,,CHOA
DULUTH,3167.18,0.0,0.0,0.0,0.0,3167.18,2020-08-31,,CHOA
DULUTH,4760.77,0.0,0.0,0.0,0.0,4760.77,2020-07-31,,CHOA
DULUTH,4352.52,0.0,0.0,0.0,0.0,4352.52,2020-06-30,,CHOA
DULUTH,3791.55,0.0,0.0,0.0,0.0,3791.55,2020-05-31,,CHOA
DULUTH,904.59,0.0,0.0,0.0,0.0,904.59,2020-04-30,,CHOA
DULUTH,1022.81,0.0,0.0,0.0,0.0,1022.81,2020-03-31,,CHOA
DULUTH,2602.54,0.0,0.0,0.0,0.0,2602.54,2020-02-29,,CHOA
DULUTH,2330.85,0.0,0.0,0.0,0.0,2330.85,2020-01-31,,CHOA
DULUTH,1395.41,0.0,0.0,0.0,0.0,1395.41,2022-01-31,,CHOA
DULUTH,1395.41,0.0,0.0,0.0,0.0,1395.41,2022-02-02,,CHOA
DULUTH,1395.41,0.0,0.0,0.0,0.0,1395.41,2022-03-03,,CHOA
DULUTH,1395.41,0.0,0.0,0.0,0.0,1395.41,2022-04-04,,CHOA
DULUTH,1395.41,0.0,0.0,0.0,0.0,1395.41,2022-05-05,,CHOA
DUMG,-8.36,0.0,0.0,0.0,0.0,-8.36,2022-01-31,,DUMG
DUMG,-8.36,0.0,0.0,0.0,0.0,-8.36,2022-02-02,,DUMG
DUMG,0.0,-8.36,0.0,0.0,0.0,-8.36,2022-03-03,,DUMG
DUMG,0.0,0.0,-8.36,0.0,0.0,-8.36,2022-04-04,,DUMG
DUMG,0.0,0.0,0.0,-8.36,0.0,-8.36,2022-05-05,,DUMG
Dade City,6436.08,6019.62,0.0,0.0,0.0,12455.7,2019-03-31,,FHWestCN
Dade City,3348.6,3360.0,76.0,0.0,0.0,6784.6,2019-04-30,,FHWestCN
Dade City,0.0,0.0,3360.0,0.0,0.0,3360.0,2019-05-31,,FHWestCN
Dade City,0.0,0.0,0.0,3360.0,0.0,3360.0,2019-06-30,,FHWestCN
Dade City,0.0,0.0,0.0,0.0,3360.0,3360.0,2019-07-31,,FHWestCN
Dade City,0.0,0.0,0.0,0.0,3360.0,3360.0,2019-08-31,,FHWestCN
Dallas Veterinary Surgical Center-  Fort Worth,10797.84,0.0,0.0,0.0,0.0,10797.84,2021-08-31,,CFPH
Dallas Veterinary Surgical Center-  Fort Worth,15663.95,0.0,0.0,0.0,0.0,15663.95,2021-09-30,,CFPH
Dallas Veterinary Surgical Center-  Fort Worth,9156.3,0.0,0.0,0.0,0.0,9156.3,2021-10-31,,CFPH
Dallas Veterinary Surgical Center-  Fort Worth,9451.85,0.0,0.0,0.0,0.0,9451.85,2021-11-30,,CFPH
Dallas Veterinary Surgical Center-  Fort Worth,6598.47,0.0,0.0,0.0,0.0,6598.47,2021-12-31,,CFPH
Dallas Veterinary Surgical Center-  Fort Worth,203.8,0.0,0.0,0.0,0.0,203.8,2022-01-31,,CFPH
Dallas Veterinary Surgical Center-  Fort Worth,203.8,0.0,0.0,0.0,0.0,203.8,2022-02-02,,CFPH
Dallas Veterinary Surgical Center-  Fort Worth,203.8,0.0,0.0,0.0,0.0,203.8,2022-03-03,,CFPH
Dallas Veterinary Surgical Center-  Fort Worth,203.8,0.0,0.0,0.0,0.0,203.8,2022-04-04,,CFPH
Dallas Veterinary Surgical Center-  Fort Worth,203.8,0.0,0.0,0.0,0.0,203.8,2022-05-05,,CFPH
Daller Gulfstream Urology,2700.4,4168.0,2738.6,0.0,0.0,9607.0,2019-03-31,,DALR
Daller Gulfstream Urology,2342.8,2700.4,4168.0,0.0,0.0,9211.2,2019-04-30,,DALR
Daller Gulfstream Urology,3117.2,2342.8,2700.4,2543.6,0.0,10704.0,2019-05-31,,DALR
Daller Gulfstream Urology,2690.8,3117.2,2342.8,2700.4,0.0,10851.2,2019-06-30,,DALR
Daller Gulfstream Urology,2359.33,2690.8,3117.2,2342.8,0.0,10510.13,2019-07-31,,DALR
Daller Gulfstream Urology,2852.94,2359.33,2690.8,3117.2,0.0,11020.27,2019-08-31,,DALR
Daller Gulfstream Urology,2839.8,3399.6,2475.8,3414.0,20.54,12149.74,2019-12-31,,DALR
Daller Gulfstream Urology,6239.4,2475.8,3414.0,20.54,0.0,12149.74,2019-11-30,,DALR
Daller Gulfstream Urology,8715.2,3414.0,20.54,0.0,0.0,12149.74,2019-10-30,,DALR
Daller Gulfstream Urology,12129.2,20.54,0.0,0.0,0.0,12149.74,2019-09-30,,DALR
Daller Gulfstream Urology,0.0,0.0,19.48,0.0,2307.14,2326.62,2020-08-31,,DALR
Daller Gulfstream Urology,0.0,19.48,0.0,2286.6,2860.34,5166.42,2020-07-31,,DALR
Daller Gulfstream Urology,19.48,0.0,2286.6,2546.0,2860.34,7712.42,2020-06-30,,DALR
Daller Gulfstream Urology,19.48,2286.6,2546.0,2353.8,2860.34,10066.22,2020-05-31,,DALR
Daller Gulfstream Urology,2286.6,2546.0,2353.8,2839.8,3420.14,13446.34,2020-04-30,,DALR
Daller Gulfstream Urology,4832.6,2353.8,2839.8,0.0,3420.14,13446.34,2020-03-31,,DALR
Daller Gulfstream Urology,4899.8,2839.8,0.0,3399.6,2496.34,13635.54,2020-02-29,,DALR
Daller Gulfstream Urology,5193.6,0.0,3399.6,2475.8,3434.54,14503.54,2020-01-31,,DALR
Dana Farber,9746.93,684.57,472.4,0.0,0.0,10903.9,2019-12-31,,DFCI
Dana Farber,10431.5,472.4,0.0,0.0,0.0,10903.9,2019-11-30,,DFCI
Dana Farber,10903.9,0.0,0.0,0.0,0.0,10903.9,2019-10-30,,DFCI
Dana Farber,10903.9,0.0,0.0,0.0,0.0,10903.9,2019-09-30,,DFCI
Dana Farber,149.09,0.0,0.0,0.0,0.0,149.09,2020-05-31,,DFCI
Dana Farber,7999.88,5653.43,0.0,0.0,0.0,13653.31,2020-04-30,,DFCI
Dana Farber,13465.36,0.0,0.0,0.0,0.0,13465.36,2020-03-31,,DFCI
Dana Farber,15210.31,0.0,0.0,0.0,0.0,15210.31,2020-02-29,,DFCI
Dana Farber,9993.27,6590.09,684.57,472.4,0.0,17740.33,2020-01-31,,DFCI
Danbury GI-Hem/Onc-Neuro,326.59,351.54,0.0,0.0,0.0,678.13,2019-03-31,,CCMC
Danbury GI-Hem/Onc-Neuro,187.7,351.75,0.0,0.0,0.0,539.45,2019-04-30,,CCMC
Danbury GI-Hem/Onc-Neuro,191.35,0.0,0.0,0.0,0.0,191.35,2019-05-31,,CCMC
Danbury GI-Hem/Onc-Neuro,763.49,359.05,0.0,0.0,0.0,1122.54,2019-06-30,,CCMC
Danbury GI-Hem/Onc-Neuro,458.6,427.64,0.0,0.0,0.0,886.24,2019-07-31,,CCMC
Danbury GI-Hem/Onc-Neuro,232.85,222.96,427.64,0.0,0.0,883.45,2019-08-31,,CCMC
Danbury GI-Hem/Onc-Neuro,0.0,0.0,435.38,0.0,0.0,435.38,2019-12-31,,CCMC
Danbury GI-Hem/Onc-Neuro,0.0,435.38,0.0,0.0,0.0,435.38,2019-11-30,,CCMC
Danbury GI-Hem/Onc-Neuro,435.38,0.0,0.0,0.0,0.0,435.38,2019-10-30,,CCMC
Danbury GI-Hem/Onc-Neuro,435.38,0.0,0.0,0.0,0.0,435.38,2019-09-30,,CCMC
Danbury GI-Hem/Onc-Neuro,193.07,0.0,0.0,0.0,0.0,193.07,2020-03-31,,CCMC
Danbury GI-Hem/Onc-Neuro,172.65,0.0,0.0,0.0,435.38,608.03,2020-02-29,,CCMC
Danbury GI-Hem/Onc-Neuro,0.0,0.0,0.0,435.38,0.0,435.38,2020-01-31,,CCMC
Danbury Hospital,19048.68,20593.79,0.0,0.0,0.0,39642.47,2019-03-31,,DANH
Danbury Hospital,21017.2,19048.68,9889.75,0.0,0.0,49955.63,2019-04-30,,DANH
Danbury Hospital,19943.76,21017.2,9037.87,9889.75,0.0,59888.58,2019-05-31,,DANH
Danbury Hospital,21898.65,9662.59,21017.2,9037.87,9889.75,71506.06,2019-06-30,,DANH
Danbury Hospital,20250.08,21898.65,0.0,21017.2,0.0,63165.93,2019-07-31,,DANH
Danbury Hospital,22313.26,10200.16,21898.65,0.0,21017.2,75429.27,2019-08-31,,DANH
Danbury Hospital,20091.55,21952.83,0.0,0.0,21008.75,63053.13,2019-12-31,,DANH
Danbury Hospital,42044.38,0.0,0.0,0.0,21008.75,63053.13,2019-11-30,,DANH
Danbury Hospital,42044.38,0.0,0.0,0.0,21008.75,63053.13,2019-10-30,,DANH
Danbury Hospital,42044.38,0.0,0.0,10791.9,10216.85,63053.13,2019-09-30,,DANH
Danbury Hospital,335.34,0.0,0.0,0.0,21008.75,21344.09,2020-03-31,,DANH
Danbury Hospital,14959.56,0.0,0.0,0.0,21008.75,35968.31,2020-02-29,,DANH
Danbury Hospital,32275.33,9635.93,10399.37,0.0,21008.75,73319.38,2020-01-31,,DANH
Danbury Road,165.31,0.0,0.0,0.0,0.0,165.31,2019-12-31,,STHMG
Danbury Road,165.31,0.0,0.0,0.0,0.0,165.31,2019-11-30,,STHMG
Danbury Road,165.31,0.0,0.0,0.0,0.0,165.31,2019-10-30,,STHMG
Danbury Road,165.31,0.0,0.0,0.0,0.0,165.31,2019-09-30,,STHMG
Danbury Road,69.0,0.0,0.0,0.0,0.0,69.0,2020-02-29,,STHMG
Danbury Road,234.31,0.0,0.0,0.0,0.0,234.31,2020-01-31,,STHMG
Danbury Road - OBGYN,818.73,0.0,0.0,0.0,0.0,818.73,2019-07-31,,STHMG
Danbury Road - OBGYN,871.99,818.73,0.0,0.0,0.0,1690.72,2019-08-31,,STHMG
Danbury Road - OBGYN,0.0,0.0,248.0,0.0,799.25,1047.25,2019-12-31,,STHMG
Danbury Road - OBGYN,0.0,248.0,0.0,0.0,799.25,1047.25,2019-11-30,,STHMG
Danbury Road - OBGYN,248.0,0.0,0.0,799.25,0.0,1047.25,2019-10-30,,STHMG
Danbury Road - OBGYN,248.0,0.0,799.25,0.0,0.0,1047.25,2019-09-30,,STHMG
Danbury Road - OBGYN,0.0,0.0,0.0,0.0,799.25,799.25,2020-05-31,,STHMG
Danbury Road - OBGYN,0.0,0.0,0.0,0.0,799.25,799.25,2020-04-30,,STHMG
Danbury Road - OBGYN,0.0,0.0,0.0,0.0,799.25,799.25,2020-03-31,,STHMG
Danbury Road - OBGYN,0.0,0.0,0.0,0.0,799.25,799.25,2020-02-29,,STHMG
Danbury Road - OBGYN,0.0,0.0,0.0,248.0,799.25,1047.25,2020-01-31,,STHMG
Daniel Baillie,1143.83,504.08,0.0,0.0,10.24,1658.15,2019-03-31,,SLPG
Daniel Baillie,1416.17,1143.83,504.08,0.0,10.24,3074.32,2019-04-30,,SLPG
Daniel Baillie,862.72,1416.17,555.9,504.08,10.24,3349.11,2019-05-31,,SLPG
Daniel Baillie,1096.7,554.27,0.0,0.0,0.0,1650.97,2019-06-30,,SLPG
Daniel Baillie,971.93,1096.7,0.0,0.0,0.0,2068.63,2019-07-31,,SLPG
Daniel Baillie,527.14,971.93,543.25,0.0,0.0,2042.32,2019-08-31,,SLPG
Daniel Baillie,1035.81,1026.27,677.89,0.0,0.0,2739.97,2019-12-31,,SLPG
Daniel Baillie,2062.08,677.89,0.0,0.0,0.0,2739.97,2019-11-30,,SLPG
Daniel Baillie,2739.97,0.0,0.0,0.0,0.0,2739.97,2019-10-30,,SLPG
Daniel Baillie,2739.97,0.0,0.0,0.0,0.0,2739.97,2019-09-30,,SLPG
Daniel Baillie,0.0,711.76,1107.72,410.45,0.0,2229.93,2020-05-31,,SLPG
Daniel Baillie,711.76,1107.72,410.45,0.0,0.0,2229.93,2020-04-30,,SLPG
Daniel Baillie,1747.06,410.45,0.0,0.0,0.0,2157.51,2020-03-31,,SLPG
Daniel Baillie,883.12,0.0,0.0,0.0,0.0,883.12,2020-02-29,,SLPG
Daniel Baillie,1616.9,597.52,1026.27,0.0,0.0,3240.69,2020-01-31,,SLPG
Dartmouth Hitchcock Lebanon,3753.6,1729.12,0.0,0.0,0.0,5482.72,2019-03-31,,DHC
Dartmouth Hitchcock Lebanon,4316.64,0.0,0.0,0.0,0.0,4316.64,2019-04-30,,DHC
Dartmouth Hitchcock Lebanon,4127.28,0.0,0.0,0.0,0.0,4127.28,2019-05-31,,DHC
Dartmouth Hitchcock Lebanon,3753.6,2062.8,0.0,0.0,0.0,5816.4,2019-06-30,,DHC
Dartmouth Hitchcock Lebanon,3941.28,0.0,0.0,0.0,0.0,3941.28,2019-07-31,,DHC
Dartmouth Hitchcock Lebanon,3071.43,0.0,0.0,0.0,0.0,3071.43,2019-12-31,,DHC
Dartmouth Hitchcock Lebanon,3071.43,0.0,0.0,0.0,0.0,3071.43,2019-11-30,,DHC
Dartmouth Hitchcock Lebanon,3071.43,0.0,0.0,0.0,0.0,3071.43,2019-10-30,,DHC
Dartmouth Hitchcock Lebanon,3071.43,0.0,0.0,0.0,0.0,3071.43,2019-09-30,,DHC
Dartmouth Hitchcock Lebanon,0.0,4.85,0.0,0.0,0.0,4.85,2020-07-31,,DHC
Dartmouth Hitchcock Lebanon,4.85,0.0,0.0,0.0,0.0,4.85,2020-06-30,,DHC
Dartmouth Hitchcock Lebanon,4.85,0.0,0.0,0.0,0.0,4.85,2020-05-31,,DHC
Dartmouth Hitchcock Lebanon,4920.14,0.0,0.0,0.0,0.0,4920.14,2020-03-31,,DHC
Dartmouth Hitchcock Lebanon,3835.46,0.0,0.0,0.0,0.0,3835.46,2020-02-29,,DHC
Dartmouth Hitchcock Lebanon,3554.09,0.0,0.0,0.0,0.0,3554.09,2020-01-31,,DHC
Dartmouth-Hitchcock - Bedford,3654.6,0.0,0.0,0.0,0.0,3654.6,2019-07-31,,DHC
Dartmouth-Hitchcock - Bedford,3530.26,3654.6,0.0,0.0,0.0,7184.86,2019-08-31,,DHC
Dartmouth-Hitchcock - Bedford,1695.67,0.0,0.0,0.0,0.0,1695.67,2019-12-31,,DHC
Dartmouth-Hitchcock - Bedford,1695.67,0.0,0.0,0.0,0.0,1695.67,2019-11-30,,DHC
Dartmouth-Hitchcock - Bedford,1695.67,0.0,0.0,0.0,0.0,1695.67,2019-10-30,,DHC
Dartmouth-Hitchcock - Bedford,1695.67,0.0,0.0,0.0,0.0,1695.67,2019-09-30,,DHC
Dartmouth-Hitchcock - Bedford,763.73,0.0,0.0,0.0,0.0,763.73,2021-01-31,,DHC
Dartmouth-Hitchcock - Bedford,2197.19,0.0,0.0,0.0,0.0,2197.19,2021-03-31,,DHC
Dartmouth-Hitchcock - Bedford,544.96,0.0,0.0,0.0,0.0,544.96,2021-02-28,,DHC
Dartmouth-Hitchcock - Bedford,4248.03,0.0,0.0,0.0,0.0,4248.03,2021-04-30,,DHC
Dartmouth-Hitchcock - Bedford,4156.72,874.0,0.0,0.0,0.0,5030.72,2021-05-31,,DHC
Dartmouth-Hitchcock - Bedford,2210.53,0.0,0.0,0.0,0.0,2210.53,2021-06-30,,DHC
Dartmouth-Hitchcock - Bedford,3017.6,0.0,0.0,0.0,0.0,3017.6,2021-07-31,,DHC
Dartmouth-Hitchcock - Bedford,4951.84,0.0,0.0,0.0,0.0,4951.84,2021-08-31,,DHC
Dartmouth-Hitchcock - Bedford,202.4,0.0,0.0,0.0,0.0,202.4,2021-09-30,,DHC
Dartmouth-Hitchcock - Bedford,990.54,0.0,0.0,0.0,0.0,990.54,2021-10-31,,DHC
Dartmouth-Hitchcock - Bedford,2357.37,0.0,0.0,0.0,0.0,2357.37,2021-11-30,,DHC
Dartmouth-Hitchcock - Bedford,3722.55,0.0,0.0,0.0,0.0,3722.55,2021-12-31,,DHC
Dartmouth-Hitchcock - Bedford,3953.86,0.0,123.45,0.0,0.0,4077.31,2020-12-31,,DHC
Dartmouth-Hitchcock - Bedford,4958.57,123.45,0.0,0.0,0.0,5082.02,2020-11-30,,DHC
Dartmouth-Hitchcock - Bedford,4117.17,0.0,0.0,0.0,0.0,4117.17,2020-10-31,,DHC
Dartmouth-Hitchcock - Bedford,2540.35,0.0,0.0,0.0,0.0,2540.35,2020-09-30,,DHC
Dartmouth-Hitchcock - Bedford,5991.62,0.0,0.0,0.0,0.0,5991.62,2020-08-31,,DHC
Dartmouth-Hitchcock - Bedford,3265.89,0.0,0.0,0.0,0.0,3265.89,2020-07-31,,DHC
Dartmouth-Hitchcock - Bedford,3205.97,0.0,0.0,0.0,0.0,3205.97,2020-06-30,,DHC
Dartmouth-Hitchcock - Bedford,2913.87,0.0,0.0,0.0,0.0,2913.87,2020-05-31,,DHC
Dartmouth-Hitchcock - Bedford,866.64,0.0,0.0,0.0,0.0,866.64,2020-04-30,,DHC
Dartmouth-Hitchcock - Bedford,2728.03,0.0,0.0,0.0,0.0,2728.03,2020-03-31,,DHC
Dartmouth-Hitchcock - Bedford,2647.46,0.0,0.0,0.0,0.0,2647.46,2020-02-29,,DHC
Dartmouth-Hitchcock - Bedford,1987.77,0.0,0.0,0.0,0.0,1987.77,2020-01-31,,DHC
Dartmouth-Hitchcock - Bedford,3662.07,0.0,0.0,0.0,0.0,3662.07,2022-01-31,,DHC
Dartmouth-Hitchcock - Bedford,3662.07,0.0,0.0,0.0,0.0,3662.07,2022-02-02,,DHC
Dartmouth-Hitchcock - Bedford,3662.07,0.0,0.0,0.0,0.0,3662.07,2022-03-03,,DHC
Dartmouth-Hitchcock - Bedford,3662.07,0.0,0.0,0.0,0.0,3662.07,2022-04-04,,DHC
Dartmouth-Hitchcock - Bedford,3662.07,0.0,0.0,0.0,0.0,3662.07,2022-05-05,,DHC
Dartmouth-Hitchcock - Manchester,10823.06,0.0,0.0,4563.91,3307.17,18694.14,2019-05-31,,DHC
Dartmouth-Hitchcock - Manchester,7004.46,10823.06,0.0,0.0,3307.17,21134.69,2019-06-30,,DHC
Dartmouth-Hitchcock - Manchester,7288.56,3561.7,5225.89,0.0,0.0,16076.15,2019-07-31,,DHC
Dartmouth-Hitchcock - Manchester,6367.35,3892.72,3561.7,5225.89,0.0,19047.66,2019-08-31,,DHC
Dartmouth-Hitchcock - Manchester,6852.79,0.0,117.3,167.0,7454.42,14591.51,2019-12-31,,DHC
Dartmouth-Hitchcock - Manchester,6852.79,117.3,167.0,0.0,7454.42,14591.51,2019-11-30,,DHC
Dartmouth-Hitchcock - Manchester,6970.09,167.0,0.0,3892.72,3561.7,14591.51,2019-10-30,,DHC
Dartmouth-Hitchcock - Manchester,7137.09,0.0,3892.72,3561.7,0.0,14591.51,2019-09-30,,DHC
Dartmouth-Hitchcock - Manchester,6182.53,393.0,0.0,0.0,0.0,6575.53,2021-01-31,,DHC
Dartmouth-Hitchcock - Manchester,4678.89,0.0,0.0,0.0,0.0,4678.89,2021-03-31,,DHC
Dartmouth-Hitchcock - Manchester,6212.07,0.0,0.0,0.0,0.0,6212.07,2021-02-28,,DHC
Dartmouth-Hitchcock - Manchester,5160.97,1621.73,0.0,0.0,0.0,6782.7,2021-04-30,,DHC
Dartmouth-Hitchcock - Manchester,6434.94,0.0,1621.73,0.0,0.0,8056.67,2021-05-31,,DHC
Dartmouth-Hitchcock - Manchester,2942.16,0.0,0.0,0.0,0.0,2942.16,2021-06-30,,DHC
Dartmouth-Hitchcock - Manchester,1612.76,0.0,0.0,0.0,0.0,1612.76,2021-07-31,,DHC
Dartmouth-Hitchcock - Manchester,983.48,0.0,0.0,0.0,0.0,983.48,2021-08-31,,DHC
Dartmouth-Hitchcock - Manchester,1972.8,0.0,0.0,0.0,0.0,1972.8,2021-09-30,,DHC
Dartmouth-Hitchcock - Manchester,2881.07,0.0,0.0,0.0,0.0,2881.07,2021-10-31,,DHC
Dartmouth-Hitchcock - Manchester,4310.85,0.0,0.0,0.0,0.0,4310.85,2021-11-30,,DHC
Dartmouth-Hitchcock - Manchester,4954.19,0.0,0.0,0.0,0.0,4954.19,2021-12-31,,DHC
Dartmouth-Hitchcock - Manchester,6157.27,0.0,0.0,0.0,0.0,6157.27,2020-12-31,,DHC
Dartmouth-Hitchcock - Manchester,2479.32,1087.04,0.0,0.0,0.0,3566.36,2020-11-30,,DHC
Dartmouth-Hitchcock - Manchester,1206.26,0.0,0.0,0.0,0.0,1206.26,2020-10-31,,DHC
Dartmouth-Hitchcock - Manchester,100.6,0.0,0.0,0.0,0.0,100.6,2020-09-30,,DHC
Dartmouth-Hitchcock - Manchester,3669.54,0.0,0.0,0.0,0.0,3669.54,2020-08-31,,DHC
Dartmouth-Hitchcock - Manchester,2739.76,0.0,0.0,0.0,0.0,2739.76,2020-07-31,,DHC
Dartmouth-Hitchcock - Manchester,4011.2,0.0,0.0,0.0,0.0,4011.2,2020-06-30,,DHC
Dartmouth-Hitchcock - Manchester,2229.17,0.0,0.0,0.0,0.0,2229.17,2020-05-31,,DHC
Dartmouth-Hitchcock - Manchester,1295.36,0.0,0.0,0.0,4010.02,5305.38,2020-04-30,,DHC
Dartmouth-Hitchcock - Manchester,6132.17,0.0,0.0,0.0,4010.02,10142.19,2020-03-31,,DHC
Dartmouth-Hitchcock - Manchester,4924.55,0.0,0.0,0.0,4010.02,8934.57,2020-02-29,,DHC
Dartmouth-Hitchcock - Manchester,5355.95,0.0,0.0,117.3,7454.42,12927.67,2020-01-31,,DHC
Dartmouth-Hitchcock - Manchester,4224.47,0.0,0.0,0.0,0.0,4224.47,2022-01-31,,DHC
Dartmouth-Hitchcock - Manchester,4224.47,0.0,0.0,0.0,0.0,4224.47,2022-02-02,,DHC
Dartmouth-Hitchcock - Manchester,4224.47,0.0,0.0,0.0,0.0,4224.47,2022-03-03,,DHC
Dartmouth-Hitchcock - Manchester,4224.47,0.0,0.0,0.0,0.0,4224.47,2022-04-04,,DHC
Dartmouth-Hitchcock - Manchester,4224.47,0.0,0.0,0.0,0.0,4224.47,2022-05-05,,DHC
Dartmouth-Hitchcock - Nashua Internal Medicine,3115.94,1869.26,0.0,0.0,0.0,4985.2,2019-12-31,,DHC
Dartmouth-Hitchcock - Nashua Internal Medicine,4985.2,0.0,0.0,0.0,0.0,4985.2,2019-11-30,,DHC
Dartmouth-Hitchcock - Nashua Internal Medicine,4985.2,0.0,0.0,0.0,0.0,4985.2,2019-10-30,,DHC
Dartmouth-Hitchcock - Nashua Internal Medicine,4985.2,0.0,0.0,0.0,0.0,4985.2,2019-09-30,,DHC
Dartmouth-Hitchcock - Nashua Internal Medicine,105.0,0.0,0.0,0.0,0.0,105.0,2020-08-31,,DHC
Dartmouth-Hitchcock - Nashua Internal Medicine,331.55,0.0,0.0,0.0,0.0,331.55,2020-07-31,,DHC
Dartmouth-Hitchcock - Nashua Internal Medicine,3178.6,0.0,0.0,0.0,0.0,3178.6,2020-06-30,,DHC
